Date,ControlPoint,Beishang,Nanxia,NetFlow
2024-01-13,Shenzhen Bay,41283,-18926,22357
2024-01-14,Express Rail Link West Kowloon,12370,-19710,-7340
2024-01-14,Hung Hom,0,0,0
2024-01-14,Lo Wu,70606,-15930,54676
2024-01-14,Lok Ma Chau Spur Line,60943,-21693,39250
2024-01-14,Heung Yuen Wai,28456,-9139,19317
2024-01-14,Lok Ma Chau,11112,-2628,8484
2024-01-14,Man Kam To,920,-589,331
2024-01-14,Sha Tau Kok,0,0,0
2024-01-14,Shenzhen Bay,32859,-13847,19012
2024-01-15,Express Rail Link West Kowloon,11513,-16105,-4592
2024-01-15,Hung Hom,0,0,0
2024-01-15,Lo Wu,58937,-13911,45026
2024-01-15,Lok Ma Chau Spur Line,49248,-14062,35186
2024-01-15,Heung Yuen Wai,22394,-6191,16203
2024-01-15,Lok Ma Chau,8061,-3516,4545
2024-01-15,Man Kam To,1560,-484,1076
2024-01-15,Sha Tau Kok,0,0,0
2024-01-15,Shenzhen Bay,24843,-11907,12936
2024-01-16,Express Rail Link West Kowloon,10968,-15061,-4093
2024-01-16,Hung Hom,0,0,0
2024-01-16,Lo Wu,57715,-13098,44617
2024-01-16,Lok Ma Chau Spur Line,47754,-14926,32828
2024-01-16,Heung Yuen Wai,21186,-6553,14633
2024-01-16,Lok Ma Chau,7895,-2823,5072
2024-01-16,Man Kam To,1391,-500,891
2024-01-16,Sha Tau Kok,0,0,0
2024-01-16,Shenzhen Bay,23359,-11241,12118
2024-01-17,Express Rail Link West Kowloon,11872,-15896,-4024
2024-01-17,Hung Hom,0,0,0
2024-01-17,Lo Wu,57287,-13959,43328
2024-01-17,Lok Ma Chau Spur Line,48255,-15527,32728
2024-01-17,Heung Yuen Wai,22198,-6444,15754
2024-01-17,Lok Ma Chau,7821,-2461,5360
2024-01-17,Man Kam To,1366,-438,928
2024-01-17,Sha Tau Kok,0,0,0
2024-01-17,Shenzhen Bay,23712,-10979,12733
2024-01-18,Express Rail Link West Kowloon,12401,-16995,-4594
2024-01-18,Hung Hom,0,0,0
2024-01-18,Lo Wu,59820,-13649,46171
2024-01-18,Lok Ma Chau Spur Line,49781,-15819,33962
2024-01-18,Heung Yuen Wai,23113,-8671,14442
2024-01-18,Lok Ma Chau,7932,-3014,4918
2024-01-18,Man Kam To,1229,-464,765
2024-01-18,Sha Tau Kok,0,0,0
2024-01-18,Shenzhen Bay,25350,-12264,13086
2024-01-19,Express Rail Link West Kowloon,19494,-18198,1296
2024-01-19,Hung Hom,0,0,0
2024-01-19,Lo Wu,73411,-14452,58959
2024-01-19,Lok Ma Chau Spur Line,62321,-15803,46518
2024-01-19,Heung Yuen Wai,26801,-5995,20806
2024-01-19,Lok Ma Chau,10590,-2948,7642
2024-01-19,Man Kam To,1655,-477,1178
2024-01-19,Sha Tau Kok,0,0,0
2024-01-19,Shenzhen Bay,34095,-12491,21604
2024-01-20,Express Rail Link West Kowloon,21157,-31957,-10800
2024-01-20,Hung Hom,0,0,0
2024-01-20,Lo Wu,102359,-22599,79760
2024-01-20,Lok Ma Chau Spur Line,86880,-31513,55367
2024-01-20,Heung Yuen Wai,35946,-9312,26634
2024-01-20,Lok Ma Chau,15703,-3655,12048
2024-01-20,Man Kam To,1635,-679,956
2024-01-20,Sha Tau Kok,0,0,0
2024-01-20,Shenzhen Bay,44437,-21416,23021
2024-01-21,Express Rail Link West Kowloon,11726,-27962,-16236
2024-01-21,Hung Hom,0,0,0
2024-01-21,Lo Wu,70202,-20952,49250
2024-01-21,Lok Ma Chau Spur Line,61049,-27126,33923
2024-01-21,Heung Yuen Wai,26610,-9935,16675
2024-01-21,Lok Ma Chau,11442,-3651,7791
2024-01-21,Man Kam To,963,-701,262
2024-01-21,Sha Tau Kok,0,0,0
2024-01-21,Shenzhen Bay,32725,-17582,15143
2024-01-22,Express Rail Link West Kowloon,10708,-22003,-11295
2024-01-22,Hung Hom,0,0,0
2024-01-22,Lo Wu,57387,-16393,40994
2024-01-22,Lok Ma Chau Spur Line,47635,-17224,30411
2024-01-22,Heung Yuen Wai,21245,-7322,13923
2024-01-22,Lok Ma Chau,8187,-3841,4346
2024-01-22,Man Kam To,1369,-547,822
2024-01-22,Sha Tau Kok,0,0,0
2024-01-22,Shenzhen Bay,24078,-14301,9777
2024-01-23,Express Rail Link West Kowloon,10163,-18248,-8085
2024-01-23,Hung Hom,0,0,0
2024-01-23,Lo Wu,48319,-12174,36145
2024-01-23,Lok Ma Chau Spur Line,40144,-13320,26824
2024-01-23,Heung Yuen Wai,15801,-6381,9420
2024-01-23,Lok Ma Chau,7228,-2884,4344
2024-01-23,Man Kam To,1352,-374,978
2024-01-23,Sha Tau Kok,0,0,0
2024-01-23,Shenzhen Bay,19540,-11273,8267
2024-01-24,Express Rail Link West Kowloon,10191,-18435,-8244
2024-01-24,Hung Hom,0,0,0
2024-01-24,Lo Wu,51002,-13539,37463
2024-01-24,Lok Ma Chau Spur Line,42989,-14957,28032
2024-01-24,Heung Yuen Wai,16626,-6274,10352
2024-01-24,Lok Ma Chau,7458,-2922,4536
2024-01-24,Man Kam To,1276,-384,892
2024-01-24,Sha Tau Kok,0,0,0
2024-01-24,Shenzhen Bay,21104,-11766,9338
2024-01-25,Express Rail Link West Kowloon,11803,-21181,-9378
2024-01-25,Hung Hom,0,0,0
2024-01-25,Lo Wu,54829,-15382,39447
2024-01-25,Lok Ma Chau Spur Line,46005,-16543,29462
2024-01-25,Heung Yuen Wai,19529,-6757,12772
2024-01-25,Lok Ma Chau,8032,-3146,4886
2024-01-25,Man Kam To,1508,-529,979
2024-01-25,Sha Tau Kok,0,0,0
2024-01-25,Shenzhen Bay,23619,-13420,10199
2024-01-26,Express Rail Link West Kowloon,19552,-23044,-3492
2024-01-26,Hung Hom,0,0,0
2024-01-26,Lo Wu,71698,-17156,54542
2024-01-26,Lok Ma Chau Spur Line,59097,-18480,40617
2024-01-26,Heung Yuen Wai,24626,-7675,16951
2024-01-26,Lok Ma Chau,10336,-3478,6858
2024-01-26,Man Kam To,1617,-608,1009
2024-01-26,Sha Tau Kok,0,0,0
2024-01-26,Shenzhen Bay,33992,-15191,18801
2024-01-27,Express Rail Link West Kowloon,20049,-35412,-15363
2024-01-27,Hung Hom,0,0,0
2024-01-27,Lo Wu,95604,-24137,71467
2024-01-27,Lok Ma Chau Spur Line,81371,-31766,49605
2024-01-27,Heung Yuen Wai,33160,-9338,23822
2024-01-27,Lok Ma Chau,15172,-4041,11131
2024-01-27,Man Kam To,1564,-840,724
2024-01-27,Sha Tau Kok,0,0,0
2024-01-27,Shenzhen Bay,42592,-23501,19091
2024-01-28,Express Rail Link West Kowloon,12178,-31664,-19486
2024-01-28,Hung Hom,0,0,0
2024-01-28,Lo Wu,68740,-22496,46244
2024-01-28,Lok Ma Chau Spur Line,57495,-27784,29711
2024-01-28,Heung Yuen Wai,24609,-10523,14086
2024-01-28,Lok Ma Chau,11089,-3973,7116
2024-01-28,Man Kam To,964,-888,76
2024-01-28,Sha Tau Kok,0,0,0
2024-01-28,Shenzhen Bay,30672,-20382,10290
2024-01-29,Express Rail Link West Kowloon,11709,-24831,-13122
2024-01-29,Hung Hom,0,0,0
2024-01-29,Lo Wu,60055,-18409,41646
2024-01-29,Lok Ma Chau Spur Line,48309,-18207,30102
2024-01-29,Heung Yuen Wai,21120,-8717,12403
2024-01-29,Lok Ma Chau,8271,-3602,4669
2024-01-29,Man Kam To,1432,-584,848
2024-01-29,Sha Tau Kok,0,0,0
2024-01-29,Shenzhen Bay,24447,-15272,9175
2024-01-30,Express Rail Link West Kowloon,11304,-20814,-9510
2024-01-30,Hung Hom,0,0,0
2024-01-30,Lo Wu,58509,-16223,42286
2024-01-30,Lok Ma Chau Spur Line,47012,-17239,29773
2024-01-30,Heung Yuen Wai,21364,-7607,13757
2024-01-30,Lok Ma Chau,8248,-3027,5221
2024-01-30,Man Kam To,1443,-541,902
2024-01-30,Sha Tau Kok,0,0,0
2024-01-30,Shenzhen Bay,23666,-13922,9744
2024-01-31,Express Rail Link West Kowloon,10985,-21381,-10396
2024-01-31,Hung Hom,0,0,0
2024-01-31,Lo Wu,58327,-16832,41495
2024-01-31,Lok Ma Chau Spur Line,46211,-17773,28438
2024-01-31,Heung Yuen Wai,20956,-7784,13172
2024-01-31,Lok Ma Chau,8048,-3201,4847
2024-01-31,Man Kam To,1442,-592,850
2024-01-31,Sha Tau Kok,0,0,0
2024-01-31,Shenzhen Bay,23640,-14817,8823
2024-02-01,Express Rail Link West Kowloon,12550,-25876,-13326
2024-02-01,Hung Hom,0,0,0
2024-02-01,Lo Wu,59736,-18362,41374
2024-02-01,Lok Ma Chau Spur Line,47228,-18790,28438
2024-02-01,Heung Yuen Wai,22096,-7336,14760
2024-02-01,Lok Ma Chau,8402,-3833,4569
2024-02-01,Man Kam To,1477,-660,817
2024-02-01,Sha Tau Kok,0,0,0
2024-02-01,Shenzhen Bay,24844,-17261,7583
2024-02-02,Express Rail Link West Kowloon,17203,-25919,-8716
2024-02-02,Hung Hom,0,0,0
2024-02-02,Lo Wu,70906,-18548,52358
2024-02-02,Lok Ma Chau Spur Line,56448,-19653,36795
2024-02-02,Heung Yuen Wai,24177,-7109,17068
2024-02-02,Lok Ma Chau,10535,-4027,6508
2024-02-02,Man Kam To,1742,-715,1027
2024-02-02,Sha Tau Kok,0,0,0
2024-02-02,Shenzhen Bay,31489,-17312,14177
2024-02-03,Express Rail Link West Kowloon,21214,-33538,-12324
2024-02-03,Hung Hom,0,0,0
2024-02-03,Lo Wu,87813,-24340,63473
2024-02-03,Lok Ma Chau Spur Line,72739,-28388,44351
2024-02-03,Heung Yuen Wai,30764,-9466,21298
2024-02-03,Lok Ma Chau,14932,-4742,10190
2024-02-03,Man Kam To,1578,-871,707
2024-02-03,Sha Tau Kok,0,0,0
2024-02-03,Shenzhen Bay,36954,-22730,14224
2024-02-04,Express Rail Link West Kowloon,16281,-29430,-13149
2024-02-04,Hung Hom,0,0,0
2024-02-04,Lo Wu,64805,-20401,44404
2024-02-04,Lok Ma Chau Spur Line,51990,-18950,33040
2024-02-04,Heung Yuen Wai,23859,-8280,15579
2024-02-04,Lok Ma Chau,10948,-4373,6575
2024-02-04,Man Kam To,1040,-659,381
2024-02-04,Sha Tau Kok,0,0,0
2024-02-04,Shenzhen Bay,28404,-18481,9923
2024-02-05,Express Rail Link West Kowloon,15128,-30017,-14889
2024-02-05,Hung Hom,0,0,0
2024-02-05,Lo Wu,60150,-22449,37701
2024-02-05,Lok Ma Chau Spur Line,45449,-21312,24137
2024-02-05,Heung Yuen Wai,21209,-8641,12568
2024-02-05,Lok Ma Chau,8172,-4830,3342
2024-02-05,Man Kam To,1417,-730,687
2024-02-05,Sha Tau Kok,0,0,0
2024-02-05,Shenzhen Bay,25817,-21058,4759
2024-02-06,Express Rail Link West Kowloon,23232,-28084,-4852
2024-02-06,Hung Hom,0,0,0
2024-02-06,Lo Wu,68260,-20148,48112
2024-02-06,Lok Ma Chau Spur Line,49504,-19464,30040
2024-02-06,Heung Yuen Wai,22983,-8102,14881
2024-02-06,Lok Ma Chau,9349,-4371,4978
2024-02-06,Man Kam To,1424,-767,657
2024-02-06,Sha Tau Kok,0,0,0
2024-02-06,Shenzhen Bay,32426,-19916,12510
2024-02-07,Express Rail Link West Kowloon,34660,-24259,10401
2024-02-07,Hung Hom,0,0,0
2024-02-07,Lo Wu,78739,-17438,61301
2024-02-07,Lok Ma Chau Spur Line,53682,-15452,38230
2024-02-07,Heung Yuen Wai,22244,-7643,14601
2024-02-07,Lok Ma Chau,10395,-3326,7069
2024-02-07,Man Kam To,1313,-519,794
2024-02-07,Sha Tau Kok,0,0,0
2024-02-07,Shenzhen Bay,39068,-15730,23338
2024-02-08,Express Rail Link West Kowloon,41350,-20506,20844
2024-02-08,Hung Hom,0,0,0
2024-02-08,Lo Wu,76562,-13464,63098
2024-02-08,Lok Ma Chau Spur Line,51452,-12272,39180
2024-02-08,Heung Yuen Wai,22026,-6886,15140
2024-02-08,Lok Ma Chau,10795,-2563,8232
2024-02-08,Man Kam To,1174,-366,808
2024-02-08,Sha Tau Kok,0,0,0
2024-02-08,Shenzhen Bay,42577,-12073,30504
2024-02-09,Express Rail Link West Kowloon,44544,-13522,31022
2024-02-09,Hung Hom,0,0,0
2024-02-09,Lo Wu,67341,-9810,57531
2024-02-09,Lok Ma Chau Spur Line,48089,-7760,40329
2024-02-09,Heung Yuen Wai,16843,-5891,10952
2024-02-09,Lok Ma Chau,10227,-1783,8444
2024-02-09,Man Kam To,1046,-193,853
2024-02-09,Sha Tau Kok,0,0,0
2024-02-09,Shenzhen Bay,41520,-7314,34206
2024-02-10,Express Rail Link West Kowloon,38840,-27428,11412
2024-02-10,Hung Hom,0,0,0
2024-02-10,Lo Wu,66800,-13102,53698
2024-02-10,Lok Ma Chau Spur Line,51704,-12018,39686
2024-02-10,Heung Yuen Wai,17505,-7811,9694
2024-02-10,Lok Ma Chau,8067,-2142,5925
2024-02-10,Man Kam To,743,-309,434
2024-02-10,Sha Tau Kok,0,0,0
2024-02-10,Shenzhen Bay,45067,-10445,34622
2024-02-11,Express Rail Link West Kowloon,31249,-44991,-13742
2024-02-11,Hung Hom,0,0,0
2024-02-11,Lo Wu,75153,-29213,45940
2024-02-11,Lok Ma Chau Spur Line,67138,-27425,39713
2024-02-11,Heung Yuen Wai,25684,-13454,12230
2024-02-11,Lok Ma Chau,11001,-4859,6142
2024-02-11,Man Kam To,806,-662,144
2024-02-11,Sha Tau Kok,0,0,0
2024-02-11,Shenzhen Bay,48869,-21941,26928
2024-02-12,Express Rail Link West Kowloon,25524,-41548,-16024
2024-02-12,Hung Hom,0,0,0
2024-02-12,Lo Wu,70081,-29947,40134
2024-02-12,Lok Ma Chau Spur Line,78398,-27284,51114
2024-02-12,Heung Yuen Wai,30603,-15044,15559
2024-02-12,Lok Ma Chau,11539,-4793,6746
2024-02-12,Man Kam To,869,-717,152
2024-02-12,Sha Tau Kok,0,0,0
2024-02-12,Shenzhen Bay,45940,-22115,23825
2024-02-13,Express Rail Link West Kowloon,15717,-36338,-20621
2024-02-13,Hung Hom,0,0,0
2024-02-13,Lo Wu,49926,-31437,18489
2024-02-13,Lok Ma Chau Spur Line,48806,-28512,20294
2024-02-13,Heung Yuen Wai,21004,-13394,7610
2024-02-13,Lok Ma Chau,9449,-5036,4413
2024-02-13,Man Kam To,727,-693,34
2024-02-13,Sha Tau Kok,0,0,0
2024-02-13,Shenzhen Bay,30083,-23008,7075
2024-02-14,Express Rail Link West Kowloon,12466,-32449,-19983
2024-02-14,Hung Hom,0,0,0
2024-02-14,Lo Wu,48442,-31443,16999
2024-02-14,Lok Ma Chau Spur Line,51158,-28605,22553
2024-02-14,Heung Yuen Wai,21931,-11615,10316
2024-02-14,Lok Ma Chau,9029,-4887,4142
2024-02-14,Man Kam To,675,-747,-72
2024-02-14,Sha Tau Kok,0,0,0
2024-02-14,Shenzhen Bay,27646,-22733,4913
2024-02-15,Express Rail Link West Kowloon,11284,-31823,-20539
2024-02-15,Hung Hom,0,0,0
2024-02-15,Lo Wu,43349,-28854,14495
2024-02-15,Lok Ma Chau Spur Line,42240,-26042,16198
2024-02-15,Heung Yuen Wai,19843,-10384,9459
2024-02-15,Lok Ma Chau,7541,-4649,2892
2024-02-15,Man Kam To,734,-780,-46
2024-02-15,Sha Tau Kok,0,0,0
2024-02-15,Shenzhen Bay,23364,-21003,2361
2024-02-16,Express Rail Link West Kowloon,12445,-29981,-17536
2024-02-16,Hung Hom,0,0,0
2024-02-16,Lo Wu,48686,-23244,25442
2024-02-16,Lok Ma Chau Spur Line,47462,-22147,25315
2024-02-16,Heung Yuen Wai,21338,-7850,13488
2024-02-16,Lok Ma Chau,8634,-4061,4573
2024-02-16,Man Kam To,802,-645,157
2024-02-16,Sha Tau Kok,0,0,0
2024-02-16,Shenzhen Bay,25732,-18232,7500
2024-02-17,Express Rail Link West Kowloon,13914,-21926,-8012
2024-02-17,Hung Hom,0,0,0
2024-02-17,Lo Wu,60838,-16618,44220
2024-02-17,Lok Ma Chau Spur Line,57364,-15259,42105
2024-02-17,Heung Yuen Wai,26376,-6251,20125
2024-02-17,Lok Ma Chau,11195,-2723,8472
2024-02-17,Man Kam To,951,-448,503
2024-02-17,Sha Tau Kok,0,0,0
2024-02-17,Shenzhen Bay,33096,-13136,19960
2024-02-18,Express Rail Link West Kowloon,9283,-16454,-7171
2024-02-18,Hung Hom,0,0,0
2024-02-18,Lo Wu,46060,-14191,31869
2024-02-18,Lok Ma Chau Spur Line,41515,-12482,29033
2024-02-18,Heung Yuen Wai,20440,-6287,14153
2024-02-18,Lok Ma Chau,9071,-2420,6651
2024-02-18,Man Kam To,748,-428,320
2024-02-18,Sha Tau Kok,0,0,0
2024-02-18,Shenzhen Bay,23456,-10702,12754
2024-02-19,Express Rail Link West Kowloon,9294,-17463,-8169
2024-02-19,Hung Hom,0,0,0
2024-02-19,Lo Wu,47856,-12274,35582
2024-02-19,Lok Ma Chau Spur Line,41684,-11262,30422
2024-02-19,Heung Yuen Wai,19766,-4908,14858
2024-02-19,Lok Ma Chau,7326,-2593,4733
2024-02-19,Man Kam To,1171,-300,871
2024-02-19,Sha Tau Kok,0,0,0
2024-02-19,Shenzhen Bay,21590,-10273,11317
2024-02-20,Express Rail Link West Kowloon,9231,-15822,-6591
2024-02-20,Hung Hom,0,0,0
2024-02-20,Lo Wu,49177,-10798,38379
2024-02-20,Lok Ma Chau Spur Line,42445,-11083,31362
2024-02-20,Heung Yuen Wai,20251,-4754,15497
2024-02-20,Lok Ma Chau,7070,-1947,5123
2024-02-20,Man Kam To,1303,-313,990
2024-02-20,Sha Tau Kok,0,0,0
2024-02-20,Shenzhen Bay,20371,-8669,11702
2024-02-21,Express Rail Link West Kowloon,9930,-14369,-4439
2024-02-21,Hung Hom,0,0,0
2024-02-21,Lo Wu,49964,-11187,38777
2024-02-21,Lok Ma Chau Spur Line,43278,-11864,31414
2024-02-21,Heung Yuen Wai,20567,-4419,16148
2024-02-21,Lok Ma Chau,7201,-1962,5239
2024-02-21,Man Kam To,1421,-397,1024
2024-02-21,Sha Tau Kok,0,0,0
2024-02-21,Shenzhen Bay,20901,-8332,12569
2024-02-22,Express Rail Link West Kowloon,10846,-13638,-2792
2024-02-22,Hung Hom,0,0,0
2024-02-22,Lo Wu,51239,-10704,40535
2024-02-22,Lok Ma Chau Spur Line,44642,-11361,33281
2024-02-22,Heung Yuen Wai,21534,-4311,17223
2024-02-22,Lok Ma Chau,7603,-1924,5679
2024-02-22,Man Kam To,1413,-337,1076
2024-02-22,Sha Tau Kok,0,0,0
2024-02-22,Shenzhen Bay,21967,-8547,13420
2024-02-23,Express Rail Link West Kowloon,18540,-13857,4683
2024-02-23,Hung Hom,0,0,0
2024-02-23,Lo Wu,65025,-11447,53578
2024-02-23,Lok Ma Chau Spur Line,56255,-12836,43419
2024-02-23,Heung Yuen Wai,24329,-4259,20070
2024-02-23,Lok Ma Chau,9637,-2016,7621
2024-02-23,Man Kam To,1643,-373,1270
2024-02-23,Sha Tau Kok,0,0,0
2024-02-23,Shenzhen Bay,30070,-9455,20615
2024-02-24,Express Rail Link West Kowloon,18746,-20400,-1654
2024-02-24,Hung Hom,0,0,0
2024-02-24,Lo Wu,102112,-15801,86311
2024-02-24,Lok Ma Chau Spur Line,91448,-20832,70616
2024-02-24,Heung Yuen Wai,31070,-5446,25624
2024-02-24,Lok Ma Chau,13906,-2124,11782
2024-02-24,Man Kam To,1530,-592,938
2024-02-24,Sha Tau Kok,0,0,0
2024-02-24,Shenzhen Bay,39931,-13578,26353
2024-02-25,Express Rail Link West Kowloon,11772,-13286,-1514
2024-02-25,Hung Hom,0,0,0
2024-02-25,Lo Wu,63343,-13225,50118
2024-02-25,Lok Ma Chau Spur Line,57124,-15538,41586
2024-02-25,Heung Yuen Wai,26778,-5201,21577
2024-02-25,Lok Ma Chau,10841,-1940,8901
2024-02-25,Man Kam To,834,-426,408
2024-02-25,Sha Tau Kok,0,0,0
2024-02-25,Shenzhen Bay,30750,-11152,19598
2024-02-26,Express Rail Link West Kowloon,10768,-11633,-865
2024-02-26,Hung Hom,0,0,0
2024-02-26,Lo Wu,54582,-11025,43557
2024-02-26,Lok Ma Chau Spur Line,47322,-10247,37075
2024-02-26,Heung Yuen Wai,21810,-4445,17365
2024-02-26,Lok Ma Chau,7843,-2538,5305
2024-02-26,Man Kam To,1408,-354,1054
2024-02-26,Sha Tau Kok,0,0,0
2024-02-26,Shenzhen Bay,23453,-8400,15053
2024-02-27,Express Rail Link West Kowloon,10294,-11380,-1086
2024-02-27,Hung Hom,0,0,0
2024-02-27,Lo Wu,54467,-10269,44198
2024-02-27,Lok Ma Chau Spur Line,46474,-11364,35110
2024-02-27,Heung Yuen Wai,21967,-5154,16813
2024-02-27,Lok Ma Chau,7683,-2004,5679
2024-02-27,Man Kam To,1437,-343,1094
2024-02-27,Sha Tau Kok,0,0,0
2024-02-27,Shenzhen Bay,22577,-8883,13694
2024-02-28,Express Rail Link West Kowloon,10210,-11402,-1192
2024-02-28,Hung Hom,0,0,0
2024-02-28,Lo Wu,53456,-10544,42912
2024-02-28,Lok Ma Chau Spur Line,46054,-10695,35359
2024-02-28,Heung Yuen Wai,21788,-5545,16243
2024-02-28,Lok Ma Chau,7578,-2095,5483
2024-02-28,Man Kam To,1440,-340,1100
2024-02-28,Sha Tau Kok,0,0,0
2024-02-28,Shenzhen Bay,21743,-8779,12964
2024-02-29,Express Rail Link West Kowloon,10714,-11392,-678
2024-02-29,Hung Hom,0,0,0
2024-02-29,Lo Wu,54264,-10154,44110
2024-02-29,Lok Ma Chau Spur Line,47181,-10646,36535
2024-02-29,Heung Yuen Wai,22343,-5371,16972
2024-02-29,Lok Ma Chau,7766,-2109,5657
2024-02-29,Man Kam To,1500,-366,1134
2024-02-29,Sha Tau Kok,0,0,0
2024-02-29,Shenzhen Bay,22563,-8435,14128
2024-03-01,Express Rail Link West Kowloon,18444,-13078,5366
2024-03-01,Hung Hom,0,0,0
2024-03-01,Lo Wu,64464,-11485,52979
2024-03-01,Lok Ma Chau Spur Line,56810,-11760,45050
2024-03-01,Heung Yuen Wai,24000,-5342,18658
2024-03-01,Lok Ma Chau,9538,-2156,7382
2024-03-01,Man Kam To,1573,-356,1217
2024-03-01,Sha Tau Kok,0,0,0
2024-03-01,Shenzhen Bay,29703,-8714,20989
2024-03-02,Express Rail Link West Kowloon,19733,-20875,-1142
2024-03-02,Hung Hom,0,0,0
2024-03-02,Lo Wu,86943,-14667,72276
2024-03-02,Lok Ma Chau Spur Line,77459,-18798,58661
2024-03-02,Heung Yuen Wai,32930,-7158,25772
2024-03-02,Lok Ma Chau,14449,-2201,12248
2024-03-02,Man Kam To,1418,-481,937
2024-03-02,Sha Tau Kok,0,0,0
2024-03-02,Shenzhen Bay,37725,-12962,24763
2024-03-03,Express Rail Link West Kowloon,11953,-12794,-841
2024-03-03,Hung Hom,0,0,0
2024-03-03,Lo Wu,64792,-12822,51970
2024-03-03,Lok Ma Chau Spur Line,57767,-15891,41876
2024-03-03,Heung Yuen Wai,28988,-6752,22236
2024-03-03,Lok Ma Chau,10874,-1981,8893
2024-03-03,Man Kam To,826,-428,398
2024-03-03,Sha Tau Kok,0,0,0
2024-03-03,Shenzhen Bay,30088,-10121,19967
2024-03-04,Express Rail Link West Kowloon,11062,-11153,-91
2024-03-04,Hung Hom,0,0,0
2024-03-04,Lo Wu,54682,-11010,43672
2024-03-04,Lok Ma Chau Spur Line,46501,-10548,35953
2024-03-04,Heung Yuen Wai,21445,-6172,15273
2024-03-04,Lok Ma Chau,7544,-2509,5035
2024-03-04,Man Kam To,1614,-343,1271
2024-03-04,Sha Tau Kok,0,0,0
2024-03-04,Shenzhen Bay,23154,-7925,15229
2024-03-05,Express Rail Link West Kowloon,10405,-10157,248
2024-03-05,Hung Hom,0,0,0
2024-03-05,Lo Wu,54472,-9884,44588
2024-03-05,Lok Ma Chau Spur Line,46383,-11133,35250
2024-03-05,Heung Yuen Wai,22687,-4474,18213
2024-03-05,Lok Ma Chau,8009,-1918,6091
2024-03-05,Man Kam To,1463,-361,1102
2024-03-05,Sha Tau Kok,0,0,0
2024-03-05,Shenzhen Bay,22680,-7547,15133
2024-03-06,Express Rail Link West Kowloon,11139,-10110,1029
2024-03-06,Hung Hom,0,0,0
2024-03-06,Lo Wu,53783,-9790,43993
2024-03-06,Lok Ma Chau Spur Line,45774,-10450,35324
2024-03-06,Heung Yuen Wai,22910,-6348,16562
2024-03-06,Lok Ma Chau,7669,-1948,5721
2024-03-06,Man Kam To,1541,-344,1197
2024-03-06,Sha Tau Kok,0,0,0
2024-03-06,Shenzhen Bay,21977,-7638,14339
2024-03-07,Express Rail Link West Kowloon,12077,-10509,1568
2024-03-07,Hung Hom,0,0,0
2024-03-07,Lo Wu,56153,-9738,46415
2024-03-07,Lok Ma Chau Spur Line,48310,-11105,37205
2024-03-07,Heung Yuen Wai,24037,-5840,18197
2024-03-07,Lok Ma Chau,7759,-1750,6009
2024-03-07,Man Kam To,1451,-314,1137
2024-03-07,Sha Tau Kok,0,0,0
2024-03-07,Shenzhen Bay,24777,-8322,16455
2024-03-08,Express Rail Link West Kowloon,19635,-16924,2711
2024-03-08,Hung Hom,0,0,0
2024-03-08,Lo Wu,73106,-12762,60344
2024-03-08,Lok Ma Chau Spur Line,63627,-14013,49614
2024-03-08,Heung Yuen Wai,28118,-6811,21307
2024-03-08,Lok Ma Chau,10539,-2387,8152
2024-03-08,Man Kam To,1659,-406,1253
2024-03-08,Sha Tau Kok,0,0,0
2024-03-08,Shenzhen Bay,34983,-11092,23891
2024-03-09,Express Rail Link West Kowloon,20232,-23714,-3482
2024-03-09,Hung Hom,0,0,0
2024-03-09,Lo Wu,95748,-16689,79059
2024-03-09,Lok Ma Chau Spur Line,85547,-21604,63943
2024-03-09,Heung Yuen Wai,35918,-8226,27692
2024-03-09,Lok Ma Chau,15865,-2645,13220
2024-03-09,Man Kam To,1709,-461,1248
2024-03-09,Sha Tau Kok,0,0,0
2024-03-09,Shenzhen Bay,43030,-14828,28202
2024-03-10,Express Rail Link West Kowloon,11713,-11920,-207
2024-03-10,Hung Hom,0,0,0
2024-03-10,Lo Wu,65622,-11449,54173
2024-03-10,Lok Ma Chau Spur Line,59051,-14353,44698
2024-03-10,Heung Yuen Wai,29138,-9974,19164
2024-03-10,Lok Ma Chau,10902,-1938,8964
2024-03-10,Man Kam To,831,-340,491
2024-03-10,Sha Tau Kok,0,0,0
2024-03-10,Shenzhen Bay,30531,-9850,20681
2024-03-11,Express Rail Link West Kowloon,11633,-9929,1704
2024-03-11,Hung Hom,0,0,0
2024-03-11,Lo Wu,52435,-9348,43087
2024-03-11,Lok Ma Chau Spur Line,44519,-8828,35691
2024-03-11,Heung Yuen Wai,19271,-6575,12696
2024-03-11,Lok Ma Chau,7520,-2419,5101
2024-03-11,Man Kam To,1408,-237,1171
2024-03-11,Sha Tau Kok,0,0,0
2024-03-11,Shenzhen Bay,21681,-7346,14335
2024-03-12,Express Rail Link West Kowloon,10729,-11720,-991
2024-03-12,Hung Hom,0,0,0
2024-03-12,Lo Wu,57385,-10993,46392
2024-03-12,Lok Ma Chau Spur Line,49461,-11968,37493
2024-03-12,Heung Yuen Wai,25692,-7848,17844
2024-03-12,Lok Ma Chau,7878,-2080,5798
2024-03-12,Man Kam To,1487,-406,1081
2024-03-12,Sha Tau Kok,0,0,0
2024-03-12,Shenzhen Bay,24986,-8593,16393
2024-03-13,Express Rail Link West Kowloon,12352,-11225,1127
2024-03-13,Hung Hom,0,0,0
2024-03-13,Lo Wu,56275,-10807,45468
